record_id,region_index,region_label,corridor_id,corridor_label,source_hub,target_hub,time,day_of_week,hour_of_day,is_weekend,month,demand_index,temp_c,rain_mm,snow_mm,wind_kmh,cloud_cover_pct,visibility_km,incident_count,incident_severity,event_intensity,roadwork_active,school_holiday,transit_disruption_pct,baseline_flow_veh_per_h,observed_flow_veh_per_h,speed_kmh,free_flow_speed_kmh,congestion_level_pct,travel_time_per_10km_min,travel_time_p90_per_10km_min,travel_time_variability_pct
showcase-030031,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T06:00,Tuesday,6,0,4,1.141,25.36,2.05,0.0,27.4,52.7,13.59,2,0.787,0.0,0,0,27.8,1380,1449,14.97,57.0,73.73,40.07,57.6,43.74
showcase-030032,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T06:00,Tuesday,6,0,4,1.191,27.13,0.74,0.0,26.44,58.2,13.56,1,0.397,0.0,0,0,14.81,1490,1792,29.27,61.0,52.02,20.5,24.71,20.52
showcase-030033,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T06:00,Tuesday,6,0,4,1.241,25.75,2.11,0.0,13.58,62.2,12.7,1,0.691,0.0,1,0,28.39,2060,2596,14.24,58.0,75.45,42.14,56.06,33.02
showcase-030034,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T06:00,Tuesday,6,0,4,1.331,26.71,0.23,0.0,14.83,41.9,14.35,0,0.258,0.0,0,0,7.15,2240,2796,35.16,63.0,44.19,17.06,18.28,7.14
showcase-030035,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T06:00,Tuesday,6,0,4,1.221,26.94,8.58,0.0,35.59,100.0,8.68,2,1.0,0.0,0,0,32.7,1825,1994,7.5,55.0,86.36,80.0,131.43,64.29
showcase-030036,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T07:00,Tuesday,7,0,4,1.478,25.72,4.0,0.0,20.67,87.2,10.83,0,0.395,0.0,0,0,7.54,1650,2489,8.32,42.0,80.18,72.09,88.33,22.53
showcase-030037,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T07:00,Tuesday,7,0,4,1.408,27.66,4.6,0.0,30.33,71.7,12.14,0,0.365,0.0,0,0,4.72,1520,2009,10.37,48.0,78.4,57.87,70.34,21.55
showcase-030038,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.538,28.02,0.19,0.0,12.32,46.3,16.12,0,0.343,0.28,0,0,7.46,2140,3096,22.53,54.0,58.28,26.63,30.48,14.46
showcase-030039,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.508,25.94,0.01,0.0,26.96,50.8,15.63,1,0.58,0.28,1,0,26.0,1960,2700,10.63,52.0,79.55,56.43,74.49,32.01
showcase-030040,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.488,26.91,0.0,0.0,18.12,48.4,15.27,1,0.444,0.0,0,0,14.68,1880,2492,22.91,50.0,54.17,26.18,30.6,16.87
showcase-030041,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T07:00,Tuesday,7,0,4,1.438,25.73,1.36,0.0,11.71,66.3,13.39,0,0.276,0.28,0,0,13.51,1760,2445,19.83,46.0,56.89,30.25,34.23,13.14
showcase-030042,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.518,27.86,1.57,0.0,13.69,70.0,14.6,0,0.44,0.28,0,0,13.7,1940,3066,16.75,44.0,61.92,35.81,42.29,18.09
showcase-030043,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T07:00,Tuesday,7,0,4,1.368,27.53,0.88,0.0,11.65,42.4,13.62,0,0.31,0.0,0,0,9.37,1380,1923,26.29,57.0,53.87,22.82,24.97,9.43
showcase-030044,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T07:00,Tuesday,7,0,4,1.418,25.87,0.77,0.0,10.41,54.5,13.57,0,0.349,0.0,0,0,9.21,1490,2133,31.73,61.0,47.98,18.91,21.26,12.44
showcase-030045,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.468,27.04,5.31,0.0,31.83,90.6,10.92,0,0.591,0.0,1,0,13.64,2060,2646,8.27,58.0,85.75,72.59,95.72,31.86
showcase-030046,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T07:00,Tuesday,7,0,4,1.558,25.25,3.39,0.0,17.04,65.6,12.03,0,0.357,0.28,0,0,10.38,2240,3635,11.11,63.0,82.37,54.03,64.61,19.58
showcase-030047,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T07:00,Tuesday,7,0,4,1.448,25.41,4.38,0.0,19.11,78.1,12.23,2,0.767,0.0,0,0,33.45,1825,2409,8.66,55.0,84.26,69.29,101.57,46.59
showcase-030048,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T08:00,Tuesday,8,0,4,1.594,26.97,2.67,0.0,12.45,57.0,12.32,1,0.588,0.0,0,0,18.75,1650,2369,8.39,42.0,80.01,71.47,92.34,29.19
showcase-030049,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T08:00,Tuesday,8,0,4,1.524,27.24,0.01,0.0,11.07,28.9,14.16,0,0.357,0.0,0,0,9.37,1520,2304,24.25,48.0,49.48,24.74,28.19,13.94
showcase-030050,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.654,28.51,0.03,0.0,18.97,36.7,14.06,0,0.395,0.28,0,0,7.82,2140,3281,22.03,54.0,59.2,27.23,31.04,13.98
showcase-030051,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.624,26.21,0.63,0.0,11.45,49.9,15.91,0,0.448,0.28,1,0,16.57,1960,2844,12.19,52.0,76.55,49.21,57.58,17.01
showcase-030052,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.604,27.97,0.0,0.0,16.01,55.2,15.79,0,0.182,0.0,0,0,11.0,1880,2914,21.02,50.0,57.96,28.54,31.18,9.26
showcase-030053,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T08:00,Tuesday,8,0,4,1.554,27.46,0.89,0.0,11.06,56.6,14.08,0,0.343,0.28,0,0,7.48,1760,2441,16.87,46.0,63.33,35.57,40.56,14.03
showcase-030054,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.634,25.93,0.02,0.0,25.85,52.3,15.47,1,0.523,0.28,0,0,16.45,1940,3085,11.74,44.0,73.33,51.13,60.86,19.02
showcase-030055,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T08:00,Tuesday,8,0,4,1.484,28.48,0.35,0.0,15.01,46.2,15.54,1,0.552,0.0,0,0,19.19,1380,1949,22.14,57.0,61.16,27.1,31.67,16.87
showcase-030056,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T08:00,Tuesday,8,0,4,1.534,28.33,0.0,0.0,24.3,44.3,14.79,2,0.727,0.0,0,0,27.68,1490,2006,13.71,61.0,77.53,43.77,59.71,36.42
showcase-030057,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.584,27.51,0.16,0.0,20.83,60.1,16.09,1,0.456,0.0,1,0,23.48,2060,2851,15.35,58.0,73.53,39.08,49.97,27.85
showcase-030058,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T08:00,Tuesday,8,0,4,1.674,27.37,3.57,0.0,24.39,69.5,11.62,2,0.896,0.28,0,0,37.69,2240,3799,8.97,63.0,85.76,66.88,100.04,49.58
showcase-030059,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T08:00,Tuesday,8,0,4,1.564,28.33,0.28,0.0,19.35,52.1,14.8,1,0.552,0.0,0,0,13.41,1825,2799,18.13,55.0,67.03,33.09,40.07,21.08
showcase-030060,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T09:00,Tuesday,9,0,4,1.546,26.99,0.22,0.0,12.98,61.2,15.61,0,0.251,0.0,0,0,9.51,1650,2230,17.63,42.0,58.03,34.04,38.32,12.57
showcase-030061,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T09:00,Tuesday,9,0,4,1.476,28.75,0.0,0.0,9.83,36.5,15.96,1,0.549,0.0,0,0,13.64,1520,2262,19.44,48.0,59.5,30.87,35.94,16.44
showcase-030062,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.606,29.02,0.56,0.0,19.76,48.0,14.75,0,0.333,0.28,0,0,8.36,2140,3433,19.14,54.0,64.56,31.35,35.29,12.57
showcase-030063,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.576,26.89,3.91,0.0,29.14,60.0,10.75,0,0.425,0.28,1,0,15.58,1960,2805,7.5,52.0,85.58,80.0,99.46,24.33
showcase-030064,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.556,27.84,0.41,0.0,27.34,33.4,15.15,1,0.48,0.0,0,0,14.99,1880,2955,14.69,50.0,70.63,40.86,49.74,21.73
showcase-030065,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T09:00,Tuesday,9,0,4,1.506,26.79,2.7,0.0,16.34,47.8,11.76,1,0.592,0.28,0,0,19.25,1760,2645,9.34,46.0,79.69,64.23,84.82,32.06
showcase-030066,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.586,27.47,0.48,0.0,19.93,31.5,15.06,0,0.22,0.28,0,0,6.84,1940,2944,17.86,44.0,59.4,33.59,37.63,12.02
showcase-030067,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T09:00,Tuesday,9,0,4,1.436,27.96,4.23,0.0,29.22,84.7,10.78,0,0.539,0.0,0,0,8.28,1380,1744,12.5,57.0,78.06,47.99,57.59,20.01
showcase-030068,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T09:00,Tuesday,9,0,4,1.486,27.68,0.01,0.0,16.97,42.4,16.36,1,0.569,0.0,0,0,18.5,1490,2151,22.14,61.0,63.71,27.11,31.88,17.6
showcase-030069,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.536,26.63,0.3,0.0,23.96,41.3,15.18,0,0.351,0.0,1,0,18.23,2060,2954,17.77,58.0,69.36,33.76,39.97,18.38
showcase-030070,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T09:00,Tuesday,9,0,4,1.626,28.85,0.37,0.0,11.12,51.5,15.34,0,0.231,0.28,0,0,13.72,2240,3553,24.7,63.0,60.8,24.29,27.53,13.35
showcase-030071,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T09:00,Tuesday,9,0,4,1.516,27.77,0.27,0.0,11.34,46.7,14.83,0,0.385,0.0,0,0,5.79,1825,2758,24.94,55.0,54.66,24.06,27.19,12.99
showcase-030072,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T10:00,Tuesday,10,0,4,1.392,28.82,0.25,0.0,14.16,28.3,15.29,0,0.386,0.0,0,0,5.98,1650,2234,20.95,42.0,50.13,28.64,31.76,10.88
showcase-030073,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T10:00,Tuesday,10,0,4,1.322,27.14,0.73,0.0,17.61,37.1,13.94,0,0.331,0.0,0,0,7.29,1520,1817,24.03,48.0,49.94,24.97,26.99,8.1
showcase-030074,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.452,27.67,0.91,0.0,24.94,34.1,14.37,2,0.58,0.28,0,0,24.86,2140,2771,9.39,54.0,82.61,63.91,84.81,32.7
showcase-030075,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.422,28.57,2.57,0.0,25.4,53.1,11.83,1,0.601,0.28,1,0,24.37,1960,2526,7.5,52.0,85.58,80.0,110.07,37.59
showcase-030076,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.402,28.53,0.0,0.0,10.61,29.6,15.42,0,0.351,0.0,0,0,9.46,1880,2653,25.91,50.0,48.18,23.16,24.99,7.92
showcase-030077,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T10:00,Tuesday,10,0,4,1.352,29.43,0.0,0.0,26.88,50.6,16.16,0,0.35,0.28,0,0,10.98,1760,2324,21.18,46.0,53.96,28.33,31.68,11.84
showcase-030078,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.432,28.94,0.97,0.0,16.31,45.5,14.33,1,0.49,0.28,0,0,18.65,1940,2891,11.86,44.0,73.05,50.6,63.83,26.15
showcase-030079,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T10:00,Tuesday,10,0,4,1.282,28.26,3.42,0.0,29.29,84.9,12.36,1,0.592,0.0,0,0,18.09,1380,1797,10.87,57.0,80.93,55.2,72.72,31.73
showcase-030080,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T10:00,Tuesday,10,0,4,1.332,28.42,0.06,0.0,25.45,54.2,14.65,0,0.219,0.0,0,0,11.58,1490,1810,31.18,61.0,48.88,19.24,21.23,10.34
showcase-030081,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.382,29.5,0.42,0.0,22.74,41.9,15.37,1,0.557,0.0,1,0,24.69,2060,2663,15.29,58.0,73.64,39.25,48.71,24.1
showcase-030082,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T10:00,Tuesday,10,0,4,1.472,29.87,0.06,0.0,20.73,39.7,15.19,1,0.502,0.28,0,0,20.62,2240,2963,20.97,63.0,66.71,28.61,34.44,20.39
showcase-030083,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T10:00,Tuesday,10,0,4,1.362,27.43,0.52,0.0,23.73,32.3,13.79,0,0.362,0.0,0,0,8.66,1825,2293,23.17,55.0,57.87,25.89,28.61,10.51
showcase-030084,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T11:00,Tuesday,11,0,4,1.239,29.97,0.44,0.0,22.81,45.0,13.64,0,0.373,0.0,0,0,8.24,1650,1869,19.46,42.0,53.66,30.83,33.06,7.24
showcase-030085,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T11:00,Tuesday,11,0,4,1.169,30.26,0.08,0.0,18.12,39.5,14.12,0,0.276,0.0,0,0,10.98,1520,1738,26.17,48.0,45.47,22.92,24.75,8.0
showcase-030086,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.299,29.51,0.15,0.0,13.17,60.9,16.07,1,0.519,0.0,0,0,18.35,2140,2564,23.91,54.0,55.72,25.1,29.46,17.35
showcase-030087,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.269,29.47,1.74,0.0,13.17,45.7,14.26,0,0.462,0.0,1,0,18.66,1960,2255,13.35,52.0,74.32,44.94,53.05,18.04
showcase-030088,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.249,29.27,0.03,0.0,12.66,50.9,14.42,0,0.251,0.0,0,0,11.94,1880,2367,27.0,50.0,46.0,22.22,24.82,11.71
showcase-030089,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T11:00,Tuesday,11,0,4,1.199,27.38,0.08,0.0,11.41,50.3,16.34,0,0.199,0.0,0,0,10.25,1760,2029,23.17,46.0,49.63,25.89,29.51,13.97
showcase-030090,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.279,29.85,2.32,0.0,28.89,51.0,13.66,0,0.402,0.0,0,0,8.82,1940,2212,16.44,44.0,62.64,36.5,41.55,13.85
showcase-030091,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T11:00,Tuesday,11,0,4,1.129,28.45,0.01,0.0,19.38,44.6,16.38,0,0.343,0.0,0,0,6.14,1380,1566,29.15,57.0,48.85,20.58,22.64,10.01
showcase-030092,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T11:00,Tuesday,11,0,4,1.179,29.05,1.68,0.0,16.45,65.4,13.17,0,0.361,0.0,0,0,7.84,1490,1556,26.29,61.0,56.91,22.82,25.97,13.8
showcase-030093,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.229,29.42,3.65,0.0,14.47,61.1,12.84,0,0.488,0.0,1,0,15.66,2060,2387,10.03,58.0,82.71,59.84,77.0,28.67
showcase-030094,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T11:00,Tuesday,11,0,4,1.319,30.3,2.78,0.0,23.66,81.5,11.52,0,0.307,0.0,0,0,4.52,2240,2722,17.1,63.0,72.86,35.09,42.2,20.26
showcase-030095,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T11:00,Tuesday,11,0,4,1.209,28.84,0.17,0.0,19.85,39.7,15.05,0,0.327,0.0,0,0,4.46,1825,2236,28.2,55.0,48.72,21.27,24.19,13.74
showcase-030096,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T12:00,Tuesday,12,0,4,1.162,27.55,2.1,0.0,27.98,73.2,12.96,0,0.413,0.0,0,0,9.59,1650,1863,17.19,42.0,59.06,34.89,41.48,18.9
showcase-030097,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T12:00,Tuesday,12,0,4,1.092,27.72,7.07,0.0,27.55,91.7,7.94,0,0.678,0.0,0,0,10.66,1520,1635,7.5,48.0,84.38,80.0,103.7,29.62
showcase-030098,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.222,28.4,0.09,0.0,13.99,45.5,15.24,0,0.335,0.0,0,0,5.53,2140,2363,26.85,54.0,50.28,22.35,24.32,8.83
showcase-030099,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.192,28.42,4.57,0.0,15.99,70.5,11.22,0,0.469,0.0,1,0,16.39,1960,2058,7.5,52.0,85.58,80.0,103.75,29.69
showcase-030100,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.172,28.35,2.27,0.0,22.66,74.5,12.03,1,0.48,0.0,0,0,15.36,1880,2153,15.35,50.0,69.3,39.09,47.58,21.71
showcase-030101,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T12:00,Tuesday,12,0,4,1.122,27.5,1.19,0.0,25.62,63.3,14.08,0,0.287,0.0,0,0,10.63,1760,1798,20.12,46.0,56.26,29.82,34.56,15.9
showcase-030102,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.202,27.68,0.0,0.0,12.88,42.8,15.98,0,0.366,0.0,0,0,6.36,1940,2189,22.83,44.0,48.11,26.28,27.99,6.49
showcase-030103,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T12:00,Tuesday,12,0,4,1.052,30.47,1.83,0.0,17.34,64.5,13.01,1,0.507,0.0,0,0,19.07,1380,1289,23.03,57.0,59.59,26.05,33.12,27.13
showcase-030104,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T12:00,Tuesday,12,0,4,1.102,29.38,0.0,0.0,18.04,36.3,15.13,0,0.247,0.0,0,0,5.62,1490,1483,33.25,61.0,45.49,18.04,20.29,12.48
showcase-030105,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.152,28.61,0.3,0.0,14.21,30.1,15.85,1,0.519,0.0,1,0,23.43,2060,2066,21.12,58.0,63.59,28.41,35.17,23.78
showcase-030106,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T12:00,Tuesday,12,0,4,1.242,30.22,0.0,0.0,14.0,33.9,14.11,0,0.197,0.0,0,0,7.91,2240,2635,31.58,63.0,49.88,19.0,20.47,7.75
showcase-030107,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T12:00,Tuesday,12,0,4,1.132,28.38,0.9,0.0,24.29,64.4,14.24,1,0.542,0.0,0,0,12.0,1825,2020,20.11,55.0,63.43,29.83,35.71,19.71
showcase-030108,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T13:00,Tuesday,13,0,4,1.178,27.76,0.57,0.0,20.37,51.6,13.6,1,0.392,0.0,0,0,15.21,1650,1825,16.64,42.0,60.38,36.06,43.57,20.84
showcase-030109,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T13:00,Tuesday,13,0,4,1.108,27.88,0.01,0.0,25.14,39.1,15.67,0,0.338,0.0,0,0,8.24,1520,1599,25.22,48.0,47.45,23.79,27.03,13.63
showcase-030110,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.238,30.28,0.0,0.0,25.35,57.5,15.43,1,0.476,0.0,0,0,15.23,2140,2522,23.61,54.0,56.27,25.41,30.11,18.5
showcase-030111,3,Harbor Belt,C04,Hill Junction to Harbor Exchange,Hill Junction,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.208,29.64,0.01,0.0,21.14,36.4,15.8,0,0.325,0.0,1,0,17.12,1960,2251,19.36,52.0,62.78,31.0,36.51,17.77
showcase-030112,4,Civic Spine,C05,Old Town Gate to Harbor Exchange Loop,Old Town Gate,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.188,27.77,2.86,0.0,15.26,53.7,13.52,2,0.831,0.0,0,0,30.44,1880,2089,7.5,50.0,85.0,80.0,118.36,47.95
showcase-030113,5,Entertainment Mile,C06,River Market to Stadium Mile,River Market,Stadium Mile,2025-04-15T13:00,Tuesday,13,0,4,1.138,29.17,0.02,0.0,12.17,54.1,15.86,0,0.305,0.0,0,0,8.87,1760,1931,24.35,46.0,47.06,24.64,27.85,13.01
showcase-030114,6,Entertainment Mile,C07,Stadium Mile to Harbor Exchange,Stadium Mile,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.218,28.54,1.81,0.0,14.74,69.3,13.98,0,0.347,0.0,0,0,8.71,1940,2174,16.95,44.0,61.47,35.39,41.06,16.01
showcase-030115,7,Campus Ridge,C08,Hill Junction to University Spur,Hill Junction,University Spur,2025-04-15T13:00,Tuesday,13,0,4,1.068,27.5,0.0,0.0,19.88,27.8,15.17,0,0.282,0.0,0,0,6.75,1380,1374,32.17,57.0,43.56,18.65,20.67,10.84
showcase-030116,8,Innovation Arc,C09,University Spur to Tech Park,University Spur,Tech Park,2025-04-15T13:00,Tuesday,13,0,4,1.118,28.2,0.15,0.0,9.62,47.4,15.99,1,0.405,0.0,0,0,16.35,1490,1614,30.52,61.0,49.96,19.66,23.21,18.03
showcase-030117,9,Logistics South,C10,Industrial Belt to Harbor Exchange,Industrial Belt,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.168,29.65,0.0,0.0,19.38,42.5,15.54,1,0.609,0.0,1,0,22.78,2060,2285,17.16,58.0,70.41,34.96,43.7,25.0
showcase-030118,10,Airport Causeway,C11,Airport Causeway to Harbor Exchange,Airport Causeway,Harbor Exchange,2025-04-15T13:00,Tuesday,13,0,4,1.258,29.59,0.37,0.0,21.14,62.5,14.0,0,0.412,0.0,0,0,10.65,2240,2623,31.52,63.0,49.96,19.03,21.07,10.74
showcase-030119,11,Riverside Freight Belt,C12,Riverside Belt to Industrial Docks,Riverside Belt,Industrial Docks,2025-04-15T13:00,Tuesday,13,0,4,1.148,28.67,4.04,0.0,15.68,61.8,12.61,2,0.912,0.0,0,0,34.79,1825,2029,8.08,55.0,85.32,74.3,110.89,49.25
showcase-030120,0,Old Town Core,C01,Old Town Gate to River Market,Old Town Gate,River Market,2025-04-15T14:00,Tuesday,14,0,4,1.276,29.18,2.84,0.0,22.18,66.5,12.59,0,0.379,0.0,0,0,8.37,1650,1980,14.48,42.0,65.53,41.44,47.26,14.05
showcase-030121,1,North Heights,C02,Old Town Gate to Hill Junction,Old Town Gate,Hill Junction,2025-04-15T14:00,Tuesday,14,0,4,1.206,27.16,2.68,0.0,19.83,48.9,13.93,0,0.443,0.0,0,0,5.88,1520,1842,16.71,48.0,65.18,35.9,41.7,16.17
showcase-030122,2,Harbor Belt,C03,River Market to Harbor Exchange,River Market,Harbor Exchange,2025-04-15T14:00,Tuesday,14,0,4,1.336,29.87,0.1,0.0,19.55,58.5,13.96,0,0.314,0.0,0,0,4.6,2140,2641,24.34,54.0,54.92,24.65,26.49,7.47
