year,quarter,source_airport,target_airport,distance_miles,passengers,average_fare,primary_carrier,primary_market_share,primary_carrier_fare,low_fare_carrier,low_fare_market_share,low_fare
2021,3,BOS,BUR,2611,52,239.55,AA,0.4470,219.77,AA,0.4470,219.77
2021,3,BOS,LAX,2611,3147,324.62,B6,0.3317,350.52,AA,0.2141,302.84
2021,3,BOS,LGB,2611,20,262.84,WN,0.5936,250.78,DL,0.1123,241.13
2021,3,BOS,ONT,2611,72,325.75,AA,0.4693,306.29,AA,0.4693,306.29
2021,3,BOS,SNA,2611,124,361.21,AA,0.4203,358.56,WN,0.1208,311.20
2021,3,MHT,BUR,2611,3,297.27,WN,0.8333,280.44,WN,0.8333,280.44
2021,3,MHT,LAX,2611,23,354.57,AA,0.5185,365.82,WN,0.3704,325.68
2021,3,MHT,LGB,2611,1,276.48,WN,1.0000,276.48,WN,1.0000,276.48
2021,3,MHT,ONT,2611,3,327.72,WN,0.6000,334.59,AA,0.4000,317.40
2021,3,MHT,SNA,2611,7,354.52,WN,0.5082,323.26,WN,0.5082,323.26
2021,3,PVD,BUR,2611,5,301.00,WN,0.7447,244.29,WN,0.7447,244.29
2021,3,PVD,LAX,2611,78,344.76,AA,0.3810,365.13,SY,0.1275,241.80
2021,3,PVD,LGB,2611,4,239.43,WN,0.8462,239.12,WN,0.8462,239.12
2021,3,PVD,ONT,2611,12,416.56,AA,0.4375,410.22,WN,0.1786,390.12
2021,3,PVD,SNA,2611,22,388.10,AA,0.4179,386.79,WN,0.1592,327.48
2021,3,BOS,SDF,829,119,246.97,AA,0.3890,231.70,AA,0.3890,231.70
2021,3,MHT,SDF,829,26,237.72,WN,0.5000,219.90,WN,0.5000,219.90
2021,3,PVD,SDF,829,35,271.72,AA,0.3600,273.42,WN,0.2523,222.05
2021,3,BOS,CVG,752,339,257.72,DL,0.7733,271.40,AA,0.1584,211.14
2021,3,MHT,CVG,752,23,206.83,AA,0.5721,219.54,UA,0.1023,185.87
2021,3,PVD,CVG,752,57,171.22,G4,0.4280,72.79,G4,0.4280,72.79
2021,3,BOS,SMF,2636,299,302.18,B6,0.3406,291.29,WN,0.1341,283.72
2021,3,MHT,SMF,2636,13,350.72,WN,0.5169,336.85,WN,0.5169,336.85
2021,3,PVD,SMF,2636,23,366.58,WN,0.3803,349.15,AA,0.2347,332.72
2021,3,BOS,TPA,1204,1243,196.99,DL,0.4469,194.03,DL,0.4469,194.03
2021,3,MHT,TPA,1204,109,228.79,WN,0.7869,219.67,WN,0.7869,219.67
2021,3,PVD,TPA,1204,381,179.13,WN,0.6970,197.68,F9,0.2052,84.56
2021,3,BOS,MCI,1256,343,240.97,DL,0.6579,244.09,WN,0.1516,234.96
2021,3,MHT,MCI,1256,35,253.14,WN,0.6380,234.68,WN,0.6380,234.68
2021,3,PVD,MCI,1256,51,261.53,WN,0.4979,229.50,WN,0.4979,229.50
2021,3,BOS,SAT,1764,218,257.94,AA,0.4778,245.43,WN,0.1686,228.13
2021,3,MHT,SAT,1764,26,260.40,WN,0.6942,246.80,WN,0.6942,246.80
2021,3,PVD,SAT,1764,40,256.18,WN,0.3710,239.67,WN,0.3710,239.67
2021,3,BOS,MKE,860,175,261.76,DL,0.5719,269.18,WN,0.1307,227.52
2021,3,MHT,MKE,860,22,247.56,WN,0.6600,224.50,WN,0.6600,224.50
2021,3,PVD,MKE,860,33,264.06,WN,0.3742,232.31,WN,0.3742,232.31
2021,3,BOS,MSY,1371,348,218.52,B6,0.5988,206.39,B6,0.5988,206.39
2021,3,MHT,MSY,1371,11,264.41,WN,0.5490,238.98,UA,0.1176,211.50
2021,3,PVD,MSY,1371,33,317.21,DL,0.3377,356.81,WN,0.2649,269.52
2021,3,BOS,SAN,2588,1111,326.19,B6,0.5378,356.48,AS,0.1854,292.77
2021,3,MHT,SAN,2588,34,318.12,WN,0.4791,294.94,WN,0.4791,294.94
2021,3,PVD,SAN,2588,82,349.32,AA,0.3709,367.39,DL,0.2000,276.96
2021,3,BOS,ORF,487,215,184.15,DL,0.4505,191.44,G4,0.1187,78.67
2021,3,BOS,PHF,487,8,224.30,AA,1.0000,224.30,AA,1.0000,224.30
2021,3,MHT,ORF,487,46,192.46,AA,0.4692,218.97,WN,0.3886,167.34
2021,3,MHT,PHF,487,3,254.91,AA,0.9583,259.06,AA,0.9583,259.06
2021,3,PVD,ORF,487,58,223.03,AA,0.5599,239.53,WN,0.3352,205.82
2021,3,PVD,PHF,487,3,261.20,AA,1.0000,261.20,AA,1.0000,261.20
2021,3,BOS,PBI,1222,614,196.99,B6,0.8830,195.00,UA,0.0209,159.87
2021,3,MHT,PBI,1222,24,228.98,WN,0.5388,203.18,WN,0.5388,203.18
2021,3,PVD,PBI,1222,81,213.47,B6,0.2934,127.34,B6,0.2934,127.34
2021,3,BOS,PDX,2537,644,308.48,AS,0.3748,333.55,DL,0.1697,287.03
2021,3,MHT,PDX,2537,18,339.53,WN,0.6442,314.32,WN,0.6442,314.32
2021,3,PVD,PDX,2537,30,351.17,WN,0.3429,364.11,DL,0.2964,330.56
2021,3,BOS,PHL,289,911,169.38,AA,0.6439,173.88,B6,0.3095,163.67
2021,3,MHT,PHL,289,74,218.40,AA,0.9765,219.00,UA,0.0147,185.30
2021,3,PVD,PHL,289,72,230.88,AA,0.9653,236.18,F9,0.0317,62.19
2021,3,BOS,RDU,625,973,204.66,DL,0.5331,206.21,B6,0.3740,203.61
2021,3,MHT,RDU,625,42,226.64,WN,0.4635,213.70,WN,0.4635,213.70
2021,3,PVD,RDU,625,67,229.95,AA,0.4314,236.83,WN,0.4134,228.37
2021,3,BOS,RIC,487,510,179.22,B6,0.5135,180.64,DL,0.4246,175.49
2021,3,MHT,RIC,487,9,233.98,AA,0.7975,242.45,UA,0.1899,202.43
2021,3,PVD,RIC,487,16,231.20,AA,0.7778,247.56,UA,0.2083,171.63
2021,3,BOS,SLC,2105,761,279.37,DL,0.6578,304.61,B6,0.2272,220.68
2021,3,MHT,SLC,2105,27,292.82,WN,0.6071,268.73,WN,0.6071,268.73
2021,3,PVD,SLC,2105,30,314.13,WN,0.3464,264.56,WN,0.3464,264.56
2021,3,BOS,SAV,917,325,192.42,B6,0.6622,191.27,AA,0.1395,180.37
2021,3,MHT,SAV,917,17,219.39,AA,0.4843,254.61,UA,0.1509,171.46
2021,3,PVD,SAV,917,35,210.39,AA,0.4151,209.35,UA,0.1038,186.28
2021,3,BOS,SRQ,1240,164,172.81,G4,0.2821,98.14,G4,0.2821,98.14
2021,3,MHT,SRQ,1240,32,221.98,WN,0.6780,193.95,WN,0.6780,193.95
2021,3,PVD,SRQ,1240,33,228.06,WN,0.4886,196.50,WN,0.4886,196.50
2021,3,BTV,BWI,441,1,282.69,AA,0.9167,286.10,AA,0.9167,286.10
2021,3,BTV,DCA,441,112,231.59,AA,0.9709,231.27,AA,0.9709,231.27
2021,3,BTV,IAD,441,63,258.36,UA,0.9794,258.55,UA,0.9794,258.55
2021,3,BUF,DAL,1212,38,234.66,WN,0.8290,230.88,WN,0.8290,230.88
2021,3,BUF,DFW,1212,159,284.38,AA,0.8007,295.09,DL,0.1370,256.71
2021,3,BUF,BWI,296,161,148.18,WN,0.9886,147.92,WN,0.9886,147.92
2021,3,BUF,DCA,296,110,170.33,AA,0.9369,169.05,AA,0.9369,169.05
2021,3,BUF,IAD,296,76,172.51,UA,0.9813,171.17,UA,0.9813,171.17
2021,3,BUF,MDW,473,121,153.63,WN,0.9838,153.04,WN,0.9838,153.04
2021,3,BUF,ORD,473,210,188.35,UA,0.5316,179.75,UA,0.5316,179.75
2021,3,BUF,EWR,326,141,191.15,UA,0.9846,189.40,UA,0.9846,189.40
2021,3,BUF,HPN,326,0,225.67,AA,1.0000,225.67,AA,1.0000,225.67
2021,3,BUF,ISP,326,9,195.26,WN,0.8941,188.93,WN,0.8941,188.93
2021,3,BUF,JFK,326,535,186.95,B6,0.5972,185.13,B6,0.5972,185.13
2021,3,BUF,LGA,326,71,174.07,DL,0.8995,175.00,AA,0.0670,155.95
2021,3,BUF,SWF,326,0,206.00,AA,1.0000,206.00,AA,1.0000,206.00
2021,3,BUF,FLL,1185,290,176.55,WN,0.5564,174.80,AA,0.1416,164.02
2021,3,BUF,MIA,1185,129,178.14,AA,0.4389,183.21,F9,0.1432,149.29
2021,3,BUF,BUR,2218,14,310.20,WN,0.8182,289.32,WN,0.8182,289.32
2021,3,BUF,LAX,2218,323,270.59,B6,0.5770,258.18,B6,0.5770,258.18
2021,3,BUF,LGB,2218,9,244.26,WN,0.8810,220.34,WN,0.8810,220.34
2021,3,BUF,ONT,2218,24,312.47,WN,0.5180,311.71,DL,0.1216,277.12
2021,3,BUF,SNA,2218,36,306.33,AA,0.4079,323.52,WN,0.2870,283.40
2021,3,BUF,TPA,1053,268,170.94,WN,0.5392,187.19,F9,0.2056,74.08
2021,3,BZN,DAL,1172,34,199.04,WN,0.9811,199.18,AS,0.0158,191.54
2021,3,BZN,DFW,1172,163,232.00,AA,0.8497,233.53,AS,0.0279,186.81
2021,3,BZN,BWI,1805,54,269.58,WN,0.3133,243.06,AA,0.1446,237.47
2021,3,BZN,DCA,1805,45,256.84,AA,0.3883,230.98,AA,0.3883,230.98
2021,3,BZN,IAD,1805,117,265.20,UA,0.8829,262.87,WN,0.0409,201.65
2021,3,BZN,MDW,1198,18,218.02,WN,0.9752,216.31,WN,0.9752,216.31
2021,3,BZN,ORD,1198,229,218.05,UA,0.5540,231.37,AA,0.3464,198.00
2021,3,BZN,EWR,1931,144,309.48,UA,0.8410,316.81,AA,0.0460,219.90
2021,3,BZN,HPN,1931,3,306.59,AA,0.6429,332.34,UA,0.1786,248.00
2021,3,BZN,ISP,1931,0,498.25,AA,1.0000,498.25,AA,1.0000,498.25
2021,3,BZN,JFK,1931,145,228.96,DL,0.6285,246.84,B6,0.3124,188.17
2021,3,BZN,LGA,1931,57,273.39,AA,0.4297,241.97,AA,0.4297,241.97
2021,3,BZN,OAK,807,34,204.75,WN,0.3839,212.56,G4,0.1645,97.98
2021,3,BZN,SFO,807,155,245.65,UA,0.6403,279.35,AS,0.1281,174.23
2021,3,BZN,SJC,807,32,224.49,DL,0.4730,231.50,WN,0.2601,194.42
2021,3,BZN,BUR,908,19,152.81,DL,0.3943,187.74,WN,0.3886,112.75
2021,3,BZN,LAX,908,244,157.99,AS,0.3367,143.50,B6,0.1216,133.38
2021,3,BZN,LGB,908,4,231.97,DL,0.4857,324.18,AA,0.1143,143.00
2021,3,BZN,ONT,908,21,186.95,DL,0.3770,192.25,WN,0.3455,163.56
2021,3,BZN,SNA,908,50,195.58,WN,0.3312,155.21,WN,0.3312,155.21
2021,3,BWI,PBI,883,276,190.11,WN,0.9088,186.71,WN,0.9088,186.71
2021,3,DCA,PBI,883,285,179.92,AA,0.6478,175.74,AA,0.6478,175.74
2021,3,IAD,PBI,883,102,192.88,UA,0.8036,190.51,UA,0.8036,190.51
2021,3,MDW,COS,917,118,134.19,WN,0.9935,134.15,WN,0.9935,134.15
2021,3,ORD,COS,917,156,183.67,UA,0.6909,184.32,UA,0.6909,184.32
2021,3,MDW,DAL,801,919,134.17,WN,0.9957,133.94,WN,0.9957,133.94
2021,3,MDW,DFW,801,10,186.40,DL,0.9783,186.91,DL,0.9783,186.91
2021,3,ORD,DAL,801,494,116.96,WN,0.9861,116.57,WN,0.9861,116.57
2021,3,ORD,DFW,801,2230,153.65,AA,0.7628,158.17,UA,0.1613,157.25
2021,3,MDW,PIT,413,234,146.05,WN,0.9893,145.57,WN,0.9893,145.57
2021,3,ORD,PIT,413,418,182.39,AA,0.5290,182.16,AA,0.5290,182.16
2021,3,MDW,DEN,895,874,142.30,WN,0.9915,141.83,WN,0.9915,141.83
2021,3,ORD,DEN,895,2989,149.75,UA,0.4718,168.66,WN,0.2189,120.97
2021,3,MDW,TUS,1440,72,203.99,WN,0.9834,203.77,WN,0.9834,203.77
2021,3,ORD,TUS,1440,207,245.14,AA,0.7486,237.67,AA,0.7486,237.67
2021,3,MDW,PHX,1444,954,164.49,WN,0.9882,164.45,WN,0.9882,164.45
2021,3,ORD,PHX,1444,2507,167.36,AA,0.5485,173.06,WN,0.1315,151.72
2021,3,MDW,BDL,783,139,207.35,WN,0.9789,206.47,WN,0.9789,206.47
2021,3,ORD,BDL,783,382,246.53,AA,0.5139,243.77,AA,0.5139,243.77
2021,3,MDW,SEA,1733,235,183.07,WN,0.9811,181.00,WN,0.9811,181.00
2021,3,ORD,SEA,1733,2183,188.23,AS,0.3590,192.05,UA,0.2481,185.10
2021,3,MDW,ELP,1237,43,193.05,WN,0.9925,192.12,WN,0.9925,192.12
2021,3,ORD,ELP,1237,275,188.83,AA,0.6996,177.30,AA,0.6996,177.30
2021,3,MDW,CLE,343,207,149.16,WN,0.9900,148.93,WN,0.9900,148.93
2021,3,ORD,CAK,343,41,190.31,UA,0.9867,191.04,UA,0.9867,191.04
2021,3,ORD,CLE,343,530,170.57,UA,0.6941,168.35,UA,0.6941,168.35
2021,3,MDW,BNA,409,472,142.26,WN,0.9878,141.63,WN,0.9878,141.63
2021,3,ORD,BNA,409,967,146.97,AA,0.3906,149.90,WN,0.3234,127.32
2021,3,MDW,BWI,621,534,150.41,WN,0.9849,150.04,WN,0.9849,150.04
2021,3,MDW,DCA,621,421,156.62,WN,0.9791,155.39,WN,0.9791,155.39
2021,3,MDW,IAD,621,161,141.23,WN,0.9751,139.70,WN,0.9751,139.70
2021,3,ORD,BWI,621,798,158.18,WN,0.4515,136.53,WN,0.4515,136.53
2021,3,ORD,DCA,621,1285,178.22,AA,0.6238,176.52,AA,0.6238,176.52
2021,3,ORD,IAD,621,462,194.02,UA,0.9718,193.28,UA,0.9718,193.28
2021,3,MDW,CMH,296,218,152.18,WN,0.9846,151.35,WN,0.9846,151.35
2021,3,ORD,CMH,296,414,166.12,AA,0.4932,156.85,AA,0.4932,156.85
2021,3,MDW,STL,258,248,150.78,WN,0.9996,150.70,WN,0.9996,150.70
2021,3,ORD,STL,258,332,150.54,AA,0.5522,146.11,AA,0.5522,146.11
2021,3,MDW,MYR,753,240,118.24,WN,0.9837,117.39,WN,0.9837,117.39
2021,3,ORD,MYR,753,314,130.31,AA,0.3463,153.49,NK,0.2693,77.59
2021,3,MDW,JAX,864,121,182.15,WN,0.9183,175.64,WN,0.9183,175.64
2021,3,ORD,JAX,864,398,201.28,UA,0.4950,200.05,AA,0.4426,199.57
2021,3,MDW,DTW,235,169,150.12,DL,0.5293,157.00,WN,0.4700,142.29
2021,3,ORD,DTW,235,505,164.72,DL,0.5496,161.94,DL,0.5496,161.94
2021,3,MDW,HOU,945,794,136.32,WN,0.9966,136.26,WN,0.9966,136.26
2021,3,MDW,IAH,945,290,121.02,WN,0.9756,119.92,WN,0.9756,119.92
2021,3,ORD,HOU,945,53,146.68,WN,0.7243,136.46,WN,0.7243,136.46
2021,3,ORD,IAH,945,1783,148.00,UA,0.6705,160.44,AA,0.2406,130.03
2021,3,MDW,MCO,1005,1377,131.61,WN,0.9861,130.68,WN,0.9861,130.68
2021,3,ORD,MCO,1005,2560,132.32,UA,0.3800,145.57,NK,0.1021,74.50
2021,3,MDW,VPS,796,85,132.27,WN,0.8688,136.04,G4,0.0968,77.43
2021,3,ORD,VPS,796,132,146.99,AA,0.6878,141.20,AA,0.6878,141.20
2021,3,MDW,FAT,1738,18,242.69,WN,0.9938,240.55,WN,0.9938,240.55
2021,3,ORD,FAT,1738,183,235.61,AA,0.6081,214.24,AA,0.6081,214.24
2021,3,MDW,MSP,349,573,124.21,WN,0.6050,118.35,WN,0.6050,118.35
2021,3,ORD,MSP,349,1374,127.76,DL,0.3826,140.85,SY,0.1010,81.82
2021,3,MDW,EWR,773,13,240.47,DL,0.9918,241.26,DL,0.9918,241.26
2021,3,MDW,HPN,773,1,323.80,DL,1.0000,323.80,DL,1.0000,323.80
2021,3,MDW,ISP,773,23,185.27,WN,0.9904,184.69,WN,0.9904,184.69
2021,3,MDW,JFK,773,4,189.33,DL,1.0000,189.33,DL,1.0000,189.33
2021,3,MDW,LGA,773,500,192.12,WN,0.9957,191.80,WN,0.9957,191.80
2021,3,ORD,EWR,773,1831,238.64,UA,0.6111,251.88,AA,0.3287,220.26
2021,3,ORD,HPN,773,193,232.17,UA,0.5818,220.95,UA,0.5818,220.95
2021,3,ORD,ISP,773,22,193.58,WN,0.7805,175.41,WN,0.7805,175.41
2021,3,ORD,JFK,773,717,226.35,DL,0.5112,238.37,AA,0.2560,212.43
2021,3,ORD,LGA,773,3129,213.08,DL,0.3903,220.07,UA,0.2599,206.96
2021,3,ORD,SWF,773,2,223.55,AA,1.0000,223.55,AA,1.0000,223.55
2021,3,MDW,RSW,1120,542,117.40,WN,0.9924,117.01,WN,0.9924,117.01
2021,3,ORD,RSW,1120,988,134.27,UA,0.4899,147.36,AA,0.4124,125.28
2021,3,MDW,GSP,577,23,200.28,WN,0.6286,177.21,WN,0.6286,177.21
2021,3,ORD,GSP,577,182,219.78,UA,0.5024,231.05,AA,0.3847,205.32
2021,3,MDW,GEG,1511,47,210.01,WN,0.9651,207.29,WN,0.9651,207.29
2021,3,ORD,GEG,1511,131,247.04,AA,0.3788,253.25,DL,0.1439,218.09
2021,3,MDW,LAS,1521,1263,180.92,WN,0.9910,180.92,WN,0.9910,180.92
2021,3,ORD,LAS,1521,2703,174.44,AA,0.3680,189.94,NK,0.1726,104.53
2021,3,MDW,OAK,1855,322,234.91,WN,0.9970,234.74,WN,0.9970,234.74
2021,3,MDW,SFO,1855,146,215.17,WN,0.9755,214.14,WN,0.9755,214.14
2021,3,MDW,SJC,1855,207,242.89,WN,0.9974,243.01,WN,0.9974,243.01
2021,3,ORD,OAK,1855,152,146.60,NK,0.7625,118.46,NK,0.7625,118.46
2021,3,ORD,SFO,1855,2286,281.54,UA,0.5628,303.59,AA,0.3057,262.22
2021,3,ORD,SJC,1855,148,254.54,AA,0.4864,243.54,WN,0.2059,236.22
2021,3,MDW,FLL,1197,532,112.44,WN,0.9851,111.03,WN,0.9851,111.03
2021,3,MDW,MIA,1197,333,114.73,WN,0.9830,113.89,WN,0.9830,113.89
2021,3,ORD,FLL,1197,1366,123.01,UA,0.5615,131.95,NK,0.1343,79.94
2021,3,ORD,MIA,1197,1548,142.39,AA,0.6762,148.97,UA,0.2579,134.94
2021,3,MDW,BUR,1750,109,226.66,WN,0.9950,226.59,WN,0.9950,226.59
2021,3,MDW,LAX,1750,712,189.49,WN,0.9744,188.30,WN,0.9744,188.30
2021,3,MDW,LGB,1750,135,158.64,WN,0.9911,158.70,WN,0.9911,158.70
2021,3,MDW,ONT,1750,132,214.65,WN,0.9884,214.70,WN,0.9884,214.70
2021,3,MDW,SNA,1750,109,229.34,WN,0.9790,227.47,WN,0.9790,227.47
2021,3,ORD,BUR,1750,38,235.96,AA,0.3971,231.33,WN,0.3246,223.58
2021,3,ORD,LAX,1750,4041,200.80,AA,0.4688,207.55,NK,0.1269,103.23
2021,3,ORD,LGB,1750,23,187.60,WN,0.6161,176.25,WN,0.6161,176.25
2021,3,ORD,ONT,1750,243,170.55,AA,0.4615,198.98,F9,0.3688,80.76
2021,3,ORD,SNA,1750,740,267.23,AA,0.6994,264.63,AA,0.6994,264.63
2021,3,MDW,SDF,286,98,137.95,WN,0.9933,138.10,WN,0.9933,138.10
2021,3,ORD,SDF,286,190,148.96,UA,0.5264,146.49,UA,0.5264,146.49
2021,3,MDW,CVG,264,71,130.46,WN,0.9601,126.87,WN,0.9601,126.87
2021,3,ORD,CVG,264,342,155.93,AA,0.5262,150.88,AA,0.5262,150.88
2021,3,MDW,SMF,1790,173,257.69,WN,0.9912,257.51,WN,0.9912,257.51
2021,3,ORD,SMF,1790,472,266.67,UA,0.6459,279.75,AA,0.2302,252.69
2021,3,MDW,TPA,1011,793,120.62,WN,0.9877,119.91,WN,0.9877,119.91
2021,3,ORD,TPA,1011,1307,130.32,UA,0.5115,134.34,UA,0.5115,134.34
2021,3,MDW,MCI,405,391,164.97,WN,0.9942,164.72,WN,0.9942,164.72
2021,3,ORD,MCI,405,572,158.26,UA,0.5126,155.36,UA,0.5126,155.36
2021,3,MDW,SAT,1041,181,207.24,WN,0.9718,206.90,WN,0.9718,206.90
2021,3,ORD,SAT,1041,426,216.30,AA,0.6496,208.30,AA,0.6496,208.30
2021,3,MDW,MEM,491,198,131.71,WN,0.9720,130.27,WN,0.9720,130.27
2021,3,ORD,MEM,491,329,160.01,AA,0.5291,157.10,AA,0.5291,157.10
2021,3,MDW,OMA,423,194,147.52,WN,0.9888,146.62,WN,0.9888,146.62
2021,3,ORD,OMA,423,262,161.29,AA,0.5427,159.43,AA,0.5427,159.43
2021,3,MDW,MSY,836,347,144.22,WN,0.9831,142.81,WN,0.9831,142.81
2021,3,ORD,MSY,836,569,146.10,AA,0.5167,144.18,AA,0.5167,144.18
2021,3,MDW,SAN,1728,493,190.79,WN,0.9951,190.59,WN,0.9951,190.59
2021,3,ORD,SAN,1728,1407,209.68,UA,0.5114,220.00,AA,0.3743,213.25
2021,3,MDW,ORF,717,137,149.62,WN,0.9730,148.02,WN,0.9730,148.02
2021,3,ORD,ORF,717,366,171.18,UA,0.7127,166.30,UA,0.7127,166.30
2021,3,ORD,PHF,717,7,193.64,AA,0.9538,191.86,AA,0.9538,191.86
2021,3,MDW,PNS,794,69,159.41,WN,0.9089,151.64,WN,0.9089,151.64
2021,3,ORD,PNS,794,200,165.82,AA,0.4421,163.84,AA,0.4421,163.84
2021,3,MDW,OKC,693,86,172.83,WN,0.9708,172.05,WN,0.9708,172.05
2021,3,ORD,OKC,693,241,181.89,AA,0.5183,184.97,UA,0.4574,177.27
2021,3,MDW,PBI,1143,13,211.66,DL,0.5042,236.41,WN,0.4790,186.40
2021,3,ORD,PBI,1143,317,189.41,AA,0.5785,182.18,AA,0.5785,182.18
2021,3,MDW,PDX,1751,152,234.64,WN,0.9821,232.11,WN,0.9821,232.11
2021,3,ORD,PDX,1751,963,235.36,UA,0.5007,242.22,AS,0.2916,217.48
2021,3,MDW,PHL,678,338,175.42,WN,0.9601,175.60,DL,0.0396,170.95
2021,3,ORD,PHL,678,1570,185.35,AA,0.7344,187.35,UA,0.2463,178.95
2021,3,MDW,PWM,900,52,217.38,WN,0.9748,215.44,WN,0.9748,215.44
2021,3,ORD,PWM,900,283,234.43,AA,0.4819,225.48,AA,0.4819,225.48
2021,3,MDW,RDU,646,305,158.82,WN,0.9616,157.00,WN,0.9616,157.00
2021,3,ORD,RDU,646,690,182.74,AA,0.5730,183.62,UA,0.3575,177.96
2021,3,MDW,RIC,642,100,140.53,WN,0.9629,138.12,WN,0.9629,138.12
2021,3,ORD,RIC,642,294,182.98,UA,0.5415,183.69,AA,0.4093,176.80
2021,3,MDW,RNO,1680,71,237.77,WN,0.9969,238.13,WN,0.9969,238.13
2021,3,ORD,RNO,1680,220,259.54,AA,0.7290,245.96,AA,0.7290,245.96
2021,3,MDW,SLC,1259,189,153.26,WN,0.9897,151.90,WN,0.9897,151.90
2021,3,ORD,SLC,1259,894,168.78,DL,0.4746,166.07,AA,0.2504,160.11
2021,3,MDW,SAV,773,122,143.55,WN,0.8901,145.24,G4,0.0500,63.57
2021,3,ORD,SAV,773,330,167.68,UA,0.6391,169.98,AA,0.3053,158.25
2021,3,MDW,SRQ,1050,156,147.72,WN,0.9778,146.29,WN,0.9778,146.29
2021,3,ORD,SRQ,1050,235,180.98,UA,0.4815,190.34,AA,0.4510,165.88
2021,3,MDW,SYR,607,2,279.75,DL,1.0000,279.75,DL,1.0000,279.75
2021,3,ORD,SYR,607,181,258.21,UA,0.5745,249.57,UA,0.5745,249.57
2021,3,MDW,TYS,475,21,113.16,G4,0.8053,75.06,G4,0.8053,75.06
2021,3,ORD,TYS,475,252,167.74,UA,0.5879,168.89,AA,0.3827,160.61
2021,3,CHS,DAL,987,101,179.42,WN,0.9407,176.29,WN,0.9407,176.29
2021,3,CHS,DFW,987,235,205.21,AA,0.9191,204.32,UA,0.0176,198.32
2021,3,CHS,BWI,472,374,140.01,WN,0.9334,136.68,WN,0.9334,136.68
2021,3,CHS,DCA,472,295,166.15,AA,0.9542,165.51,AA,0.9542,165.51
2021,3,CHS,IAD,472,186,151.98,UA,0.9567,149.47,UA,0.9567,149.47
2021,3,CHS,MDW,760,186,151.64,WN,0.9656,149.08,WN,0.9656,149.08
2021,3,CHS,ORD,760,394,179.71,UA,0.6272,177.55,UA,0.6272,177.55
2021,3,CHS,HOU,928,77,182.99,WN,0.8820,177.07,WN,0.8820,177.07
2021,3,CHS,IAH,928,160,215.70,UA,0.8120,214.62,AA,0.0736,194.07
2021,3,CHS,EWR,677,486,168.27,UA,0.6771,171.07,B6,0.2795,154.90
2021,3,CHS,HPN,677,11,222.13,AA,0.7273,223.25,AA,0.7273,223.25
2021,3,CHS,ISP,677,19,177.33,WN,0.9086,169.17,WN,0.9086,169.17
2021,3,CHS,JFK,677,661,149.04,B6,0.5982,135.69,B6,0.5982,135.69
2021,3,CHS,LGA,677,388,156.46,DL,0.4849,176.51,B6,0.4007,129.97
2021,3,CHS,SWF,677,1,250.80,AA,1.0000,250.80,AA,1.0000,250.80
2021,3,CHS,FLL,489,144,143.12,B6,0.4917,133.37,3M,0.1508,94.55
2021,3,CHS,MIA,489,111,173.40,AA,0.7664,171.01,AA,0.7664,171.01
2021,3,CHS,BUR,2206,11,216.93,WN,0.6768,186.10,WN,0.6768,186.10
2021,3,CHS,LAX,2206,293,206.14,B6,0.5670,161.80,B6,0.5670,161.80
2021,3,CHS,LGB,2206,6,184.98,WN,0.7966,163.96,WN,0.7966,163.96
2021,3,CHS,ONT,2206,22,262.32,AA,0.5072,253.91,WN,0.1691,192.34
2021,3,CHS,SNA,2206,38,283.27,AA,0.3314,294.06,WN,0.1686,201.64
2021,3,CID,AZA,1252,128,88.71,G4,1.0000,88.71,G4,1.0000,88.71
2021,3,CID,PHX,1252,99,195.67,AA,0.8293,189.91,F9,0.0142,97.92
2021,3,CLT,DAL,936,106,180.23,WN,0.9304,180.01,WN,0.9304,180.01
2021,3,CLT,DFW,936,813,207.73,AA,0.9649,209.12,DL,0.0196,163.09
2021,3,CLT,PHX,1773,599,243.30,AA,0.8621,247.64,F9,0.0129,91.04
2021,3,CLT,CAK,430,82,184.32,AA,0.9868,184.61,UA,0.0119,162.33
2021,3,CLT,CLE,430,247,198.65,AA,0.8501,203.88,UA,0.0268,156.65
2021,3,CLT,BWI,361,525,143.31,AA,0.6136,146.97,WN,0.3725,135.96
2021,3,CLT,DCA,361,400,166.49,AA,0.9796,166.32,AA,0.9796,166.32
2021,3,CLT,IAD,361,199,161.31,UA,0.5093,147.97,UA,0.5093,147.97
2021,3,CLT,MDW,599,144,149.77,WN,0.9345,146.00,WN,0.9345,146.00
2021,3,CLT,ORD,599,1017,171.32,AA,0.8761,168.80,AA,0.8761,168.80
2021,3,CLT,HOU,920,51,199.31,WN,0.6816,185.56,WN,0.6816,185.56
2021,3,CLT,IAH,920,533,200.46,AA,0.6399,194.13,AA,0.6399,194.13
2021,3,CLT,EWR,575,830,191.65,AA,0.7377,185.99,AA,0.7377,185.99
2021,3,CLT,HPN,575,85,263.27,AA,0.9552,264.42,AA,0.9552,264.42
2021,3,CLT,ISP,575,40,193.05,WN,0.8342,180.95,WN,0.8342,180.95
2021,3,CLT,JFK,575,660,182.74,AA,0.4920,185.08,B6,0.1314,171.81
2021,3,CLT,LGA,575,1196,179.99,AA,0.5739,181.24,AA,0.5739,181.24
2021,3,CLT,SWF,575,2,220.26,AA,1.0000,220.26,AA,1.0000,220.26
2021,3,CLT,OAK,2296,32,253.38,WN,0.5185,242.10,WN,0.5185,242.10
